FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001029_000648.wav,흙매쌉턱,흥내섭,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000378.wav,무한한인간에게자유를줘라이거야,무안니까이이게사줄알,0.8666666666666667
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000227.wav,안가지요,망가죠,0.75
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001029_000231.wav,머할라고갔습니까,뭐려구하입니까,0.75
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000383.wav,사랑이과악깃들인자유,사람이과기뜨린사이,0.7
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000323.wav,이거아시죠예,훌륭한시죠,0.6666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000423.wav,저십구년입니다네대학간지는십구년됐구요네십구년됐구,저식년입니다대학한년전됐,0.64
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000419.wav,경제력에관한건,경제력개의하는것,0.625
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000484.wav,느그르케있지마라,너그렇게있지바로,0.625
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000242.wav,오십유외지유하고삼십이립이요,오시위의지구와하고삼십일이위어,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000097.wav,서부터천칠백오십까지,교노원연원설부터천시몇오시까지,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000465.wav,한사십년,한사심있는,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000546.wav,학생들에게,학수들얘기,0.6
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000373.wav,다섯살입학해서열일곱살에졸업합니다,아사리파에서여일곱살이저렴합니다,0.5882352941176471
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000214.wav,교육의목적이다이렇게이야기를합니다,교육의목소이다게,0.5882352941176471
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001034_000278.wav,오등육등이아니야째째하게,고등육증이아니었지제약에,0.5833333333333334
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000287.wav,어릴때습작때그몽땅연필쓰던버릇이거든요,저때섭작때몽땅연필서돈벌로치거그든,0.5789473684210527
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001029_000251.wav,설득하러갔다가,철두가를갔다가,0.5714285714285714
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001034_000506.wav,이거안됩니다이것이,이거안됩니다이것이거대한낭비라고생각합니다,0.5714285714285714
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001034_000236.wav,돌파하기도했습니다,파괴됐습니다,0.5555555555555556
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001029_000662.wav,하는생각을갖습니다,하는생각을갖습니다그리고거듭말씀드리지만,0.55
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000476.wav,학생틀림없이떠들어요,학생틀리멋이도오더라요,0.5454545454545454
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000607.wav,또질문있으면말씀하세요,또질문계신말씀니,0.5454545454545454
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000386.wav,그친구는정말농땡이거든요천잽니다,그중정말롱땡이거든요천재예요그분은편재입니다,0.5416666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000482.wav,아프리카아프니까젊으리,아프니까아프니까망하지마라,0.5384615384615384
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000387.wav,천잰데천잰데농땡이에요,농덩이치는안젠데농땡이에요,0.5384615384615384
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S000106_000440.wav,초고이르케보니까삼십칠년그래서,초고이렇게보니까삼시오,0.5333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000376.wav,마음에서우러나와서교실에들어와라이거야,암에서우러나와서교실은,0.5263157894736842
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000176.wav,좀더극단으로표현할거면머리까지밟으려고그러죠,좀더극단적로표현이라머리까지벌약을그해지요,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/009_results_9.97_top30_avg_61.27/S001061_000104.wav,한오십만될까,한옥오이면안될까,0.5
