FileName,gt,inf,cer,process_time
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346036813_2025-11-18 10:41:52_관리자무속 전화번호가 어떻게 되지.wav,관리사무소전화번호가어떻게되지?,관리사무소전화번호가어떻게되지,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346046813_2025-11-18 10:42:02_관리사무소 전화번호 뭐야.wav,관리사무소전화번호뭐야?,관리사무소전화번호뭐야,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346055813_2025-11-18 10:42:10_관리사무소 전화번호 알려줘.wav,관리사무소전화번호알려줘,관리사무소전화번호알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346062813_2025-11-18 10:42:18_관리사무소 번호가 뭐지?.wav,관리사무소번호가뭐지?,관리사무소번호가뭐지,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346070813_2025-11-18 10:42:25_관리사무소 번호 알려줘.wav,관리사무소번호알려줘,관리사무소번호알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346078813_2025-11-18 10:42:33_관리소 전화번호 알려줘.wav,관리소전화번호알려줘,관리소전화번호알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346085813_2025-11-18 10:42:41_관리소 전화번호 말해줘.wav,관리소전화번호말해줘,관리소전화번호말해줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346093813_2025-11-18 10:42:48_뭔데 해줘.wav,"뭔데?,해줘",뭔데해줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346099813_2025-11-18 10:42:55_알려줘.wav,알려줘,알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346106813_2025-11-18 10:43:01_됐어.wav,됐어,됐어,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346112813_2025-11-18 10:43:08_뭐지 알려줘.wav,뭐지?알려줘,뭐지알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346119813_2025-11-18 10:43:14_응 말해줘.wav,응말해줘,응말해줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346125813_2025-11-18 10:43:21_아니 괜찮아.wav,아니괜찮아,아니괜찮아,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346132813_2025-11-18 10:43:28_안 알려줘도 돼.wav,안알려줘도돼,안알려줘도돼,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346139813_2025-11-18 10:43:34_괜찮아.wav,괜찮아,괜찮아,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346146813_2025-11-18 10:43:41_지난 공지사항 알려줘.wav,지난공지사항알려줘,지난공지사항알려줘,0.0,0.009415283799171448
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346154813_2025-11-18 10:43:49_지난번 공지사항 뭐였지.wav,지난번공지사항뭐였지?,지난번공지사항뭐였지,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346161813_2025-11-18 10:43:57_이번 주 공지사항 있었어.wav,이번주공지사항있었어?,이번주공지사항있었어,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346169813_2025-11-18 10:44:04_지난주 공지사항 말해줘.wav,지난주공지사항말해줘,지난주공지사항말해줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346177813_2025-11-18 10:44:13_칠월 오일 공지 알려줘.wav,칠월오일공지알려줘,칠월오일공지알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346185813_2025-11-18 10:44:20_구월 일일공주 있었어.wav,구월일일공지있었어?,구월일일공지있었어,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346193813_2025-11-18 10:44:29_일월 이십팔일 공지 알려줘.wav,일월이십팔일공지알려줘,일월이십팔일공지알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346201813_2025-11-18 10:44:37_이월 일일 공지 알려줘.wav,이월일일공지알려줘,이월일일공지알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346209813_2025-11-18 10:44:45_오월 오일 공지가 뭐였지.wav,오월오일공지가뭐였지?,오월오일공지가뭐였지,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346217813_2025-11-18 10:44:53_세대소독 알려줘.wav,세대소독알려줘,최대소득알려줘,0.2857142857142857,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346225813_2025-11-18 10:45:00_이번 주 소독 안내 있었나.wav,이번주소독안내있었나?,이번주소독안내있었나,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346253813_2025-11-18 10:45:28_세대별 소독날짜 알려줘.wav,세대별소독날짜알려줘,세대별소독날짜알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346265813_2025-11-18 10:45:40_오늘 경제 뉴스 알려줘.wav,오늘경제뉴스알려줘,오늘경제뉴스알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346273813_2025-11-18 10:45:49_한국경제 일면 뉴스 읽어줘.wav,한국경제일면뉴스읽어줘,한국경제일면뉴스읽어줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346281813_2025-11-18 10:45:56_달러 환율 알려줘.wav,달러환율알려줘,달러환율알려줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346288813_2025-11-18 10:46:04_엠비디아 주가 올랐어.wav,엔비디아주가올랐어?,엔비디아주가올랐어,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346297813_2025-11-18 10:46:12_경제 뉴스 간단하게 정리해줘.wav,경제뉴스간단하게정리해줘,경제뉴스간단하게정리해줘,0.0,0.009458452463150024
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346304813_2025-11-18 10:46:20_어제 손흥민 골 넣었어.wav,어제손흥민골넣었어?,어제손흥민골넣었어,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346313813_2025-11-18 10:46:29_어제 한국대 브라질 축구 어떻게 됐어.wav,어제한국대브라질축구어떻게됐어?,어제한국대브라질축구어떻게됐어,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346322813_2025-11-18 10:46:37_양자 섹션 브리핑 해줘.wav,양자세션브리핑해줘,양자세션브리핑해줘,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346330813_2025-11-18 10:46:46_집에서 회사까지 몇 분 걸려.wav,집에서회사까지몇분걸려?,집에서회사까지몇분걸려,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346338813_2025-11-18 10:46:54_오후 열시에 출발하면 얼마나 걸려.wav,오후열시에출발하면얼마나걸려?,오후열시에출발하면얼마나걸려,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346347813_2025-11-18 10:47:02_여기서 미팅 장소까지 얼마나 걸려.wav,여기서미팅장소까지얼마나걸려?,여기서미팅장소까지얼마나걸려,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346354813_2025-11-18 10:47:10_돈관 가는데 얼마나 걸려.wav,본가가는데얼마나걸려?,본가가데얼마나걸려,0.1,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346362813_2025-11-18 10:47:18_집까지 가는데 얼마나 걸리지.wav,집까지가는데얼마나걸리지?,집까지가는데얼마나걸리지,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346371813_2025-11-18 10:47:27_지금 집으로 출발하면 언제 도착해.wav,지금집으로출발하면언제도착해?,지금집으로출발하면언제도착해,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346379813_2025-11-18 10:47:34_집까지 가장 빠른 길 알려줘.wav,집까지가장빠른길알려줘,집까지가장빠른길알려줘,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346387813_2025-11-18 10:47:42_대전역까지 가장 빠른 길 알려줘.wav,대전역까지가장빠른길알려줘,대전역까지가장빠른길알려줘,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346395813_2025-11-18 10:47:50_성신당 가는데 얼마나 걸려.wav,성심당가는데얼마나걸려?,성심당가는데얼마나걸려,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346403813_2025-11-18 10:47:58_대전 중앙시장 가는데 얼마나 걸려.wav,대전중앙시장가는데얼마나걸려?,대전중앙시장가는데얼마나걸려,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346411813_2025-11-18 10:48:07_대전 카페거리까지 가장 빠른 길 알려줘.wav,대전카페거리까지가장빠른길알려줘,대전카페거리까지가장빠른길알려줘,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346419813_2025-11-18 10:48:15_국립중앙박물관 가는 길 알려줘.wav,국립중앙박물관가는길알려줘,국립중앙박물관가는길알려줘,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346438813_2025-11-18 10:48:34_대전 벽화마을를 가는데 얼마나 걸리지.wav,대전벽화마을가는데얼마나걸리지?,대전벽화마을가는데얼마나걸리지,0.0,0.009042128920555115
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346447813_2025-11-18 10:48:42_창태서까지 얼마나 걸려.wav,장태산까지얼마나걸려?,장태사까지얼마나걸려,0.1,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346456813_2025-11-18 10:48:51_대전 엑스포 아쿠아리움 가는 길 알려줘.wav,대전엑스포아쿠아리움가는길알려줘,대전엑스포아쿠아리움가는길알려줘,0.0,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346485813_2025-11-18 10:49:21_근처 우리 동의 주로 휘발브 평균 가격이 어때.wav,근처우리동네주유소휘발유평균가격이어때?,근처우리동네주유소휘발유평균가격이어때,0.0,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346494813_2025-11-18 10:49:30_근처에 가장 싼 주유소 알려줘.wav,근처에가장싼주유소알려줘,근처에가장싼주유소알려줘,0.0,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346502813_2025-11-18 10:49:38_집 근처 휘발유 가격 알려줘.wav,집근처휘발유가격알려줘,집근처휘발유가격알려줘,0.0,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346510813_2025-11-18 10:49:45_근처에 더 싼 곳은 없어.wav,근처에더싼곳은없어?,근처에더싼곳은없어,0.0,0.009088844060897827
/nas04/nlp_sk/STT/data/test/KSK/12345555_101_101_wallpad_346517813_2025-11-18 10:49:53_고급 비발유파하는 곳 알려줘.wav,고급휘발유파는곳알려줘,고급휘발유파는곳알려줘,0.0,0.009088844060897827
