FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-09-45_12345555_101_101_wallpad_426909813_만화를_틀려도_돼.wav,안알려줘도돼,만화를들려도돼,0.7142857142857143
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-21-36_12345555_101_101_wallpad_427620813_이기로_불러줘.wav,일일구불러줘,이기로불러줘,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-59_12345555_101_101_wallpad_427404813_대주에스포_서울에서_가는_길_알려줘.wav,대전엑스포아쿠아리움가는길알려줘,대주에스포서에서가는길알려줘,0.4375
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-33_12345555_101_101_wallpad_427378813_국행_주와_막르가_가른_길_알려줘.wav,국립중앙박물관가는길알려줘,국내중하경물가가른길알려줘,0.3846153846153846
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-08-06_12345555_101_101_wallpad_426811813_알리사무서_전화번호_뭐야.wav,관리사무소전화번호뭐야?,알이상무서전화번호뭐야,0.3636363636363636
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-16_12345555_101_101_wallpad_427361813_대전_중앙시장_가하길_보내볼려.wav,대전중앙시장가는데얼마나걸려?,대전중앙시장가는길보좀올려,0.3571428571428571
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-42_12345555_101_101_wallpad_427386813_대전_역화_많야하는데_얼마나_걸리지.wav,대전벽화마을가는데얼마나걸리지?,대전양파많하는데얼마나걸리지,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-24-13_12345555_101_101_wallpad_427778813_응_아직_두단계_낮춰줘.wav,응아니두단계낮춰줘,응아니두저계맞셔줘,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-21-18_12345555_101_101_wallpad_427602813_해려주로_도와줘_비상.wav,살려줘!도와줘비상,해려주보도와줘비상,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-14-14_12345555_101_101_wallpad_427179813_돌_다_하는데_얼마나_걸려.wav,본가가는데얼마나걸려?,보다왔는데얼마나걸려,0.3
