FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000014_000057.wav,이런얘기까지들었어요,지셨어요그래서,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000016_000162.wav,도룡룡알같애,토력용아들,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000009_000148.wav,오,어,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000009_000181.wav,보입니다,의,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000269.wav,알았제어,나둘죠,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000014_000186.wav,아마시던약수,맛있군요,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000289.wav,아이들좋아하겠고또,단조개복,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000017_000167.wav,그런데머,근할것같아요,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000576_000161.wav,정말내성,내성적이죠,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000419.wav,뭐어째야되노,오세들니,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000013_000194.wav,줄배,쉬울때,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000575_000243.wav,분명히,,1.0
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000009_000074.wav,흙같죠예흙이지요흙이면비오면무덤이죠,비오요,0.8888888888888888
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000576_000297.wav,그게몇살때얘기죠,그렇죠예,0.875
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000271.wav,선생님올때까지기다려라어그래간다,물론오늘더이거나그래,0.875
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000575_000388.wav,근근이,견균이말이나리는,0.875
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000012_000024.wav,영화보시면서울고,그래서무,0.875
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000011_000071.wav,여자팔자는뒤웅박팔자라고,여자파타은매운방봤잖아,0.8333333333333334
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000576_000118.wav,다키우셨네요,그래요,0.8333333333333334
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000017_000127.wav,독거청년독거노인이아니라,청년묶,0.8333333333333334
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000251.wav,이리앉거라,이안봐,0.8
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000019_000012.wav,바보같은환상요,보가참상해요자식많,0.8
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000190.wav,선생님안에있습니까예,사포자인환경수니다예,0.8
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000010_000299.wav,네황교수님,네네률,0.8
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000576_000227.wav,역시보수적이시군요,부들적요,0.7777777777777778
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000019_000075.wav,안녕하세요어서오세요반갑습니다,안녕하세선생,0.7333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000345.wav,예많이그저어수고한그수고로움이,예말이그저,0.7333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000017_000251.wav,제가생각하기에,제가사가게,0.7142857142857143
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000014_000060.wav,아유아이고아이고오래간만에나오셨는데,어네아유저기아올해가왜나오셨는데이한잔,0.7142857142857143
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/010_results_10.76_top30_avg_88.25/S000008_000218.wav,아놔두고갔어요,나도가어요,0.7142857142857143
