FileName,gt,inf,cer
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-39-06_12345567_101_105_wallpad_1799778320_누문지_열어줘.mp3,문열어줘,늦분예화꺼줘,0.8333333333333334
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-15-35_12345567_101_105_wallpad_1801966320_채간을_모르_시는지_알려줘.mp3,지난공지사항알려줘,채널오늘공지알려줘,0.6666666666666666
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-06-46_12345567_101_105_wallpad_1801438320_살려주고_구워서_기상.mp3,살려줘도와줘비상,살려줘구워좀기상,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-26-35_12345567_101_105_wallpad_1802627320_차려좀_도와줘_기상.mp3,살려줘도와줘비상,살영서도와줘계산,0.5
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-30-13_12345567_101_105_wallpad_1799245320_채월_오에_끝는지_알려줘.mp3,칠월오일공지알려줘,채월오에했는지알려줘,0.4
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-40-29_12345567_101_105_wallpad_1799861320_알려줘_종와조_비상.mp3,살려줘도와줘비상,살려줘소아교비상,0.375
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-27-08_12345567_101_105_wallpad_1799059320_간이_사호소_저자_선수가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관이사무소적자선속가어떻게되지,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-07-38_12345567_101_105_wallpad_1801490320_이번_달_달리이_얼마나_덥니.mp3,이번달에관리비얼마나썼니?,이번달에달린이얼마나컸니,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-57-47_12345567_101_105_wallpad_1800899320_시설_구일_공지_알려줘.mp3,칠월오일공지알려줘,시설구일공지알려줘,0.3333333333333333
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-45-03_12345567_101_105_wallpad_1800135320_화면해도_밝아.mp3,화면이너무밝아,화양이도무밝아,0.2857142857142857
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-30-53_12345567_101_105_wallpad_1799285320_생계소독_알려줘.mp3,세대소독알려줘,세해소도알려줘,0.2857142857142857
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-58-53_12345567_101_105_wallpad_1800965320_최외_소속_알려줘.mp3,세대소독알려줘,세외송독알려줘,0.2857142857142857
/home/nsbb/travail/claude/T527/t527-stt/testset/worst30/modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-28-28_12345567_101_105_wallpad_1799140320_원날_해줘.mp3,뭔데?해줘.,온데해줘,0.25
